,name,productUrl,price,discount,ratingScore,review,inStock,location,image,Seller Name,Brand Name,Seller Id
0,3 Layer Aluminium Bathroom Corner Shelf - Silver,//www.daraz.pk/products/3-layer-aluminium-bathroom-corner-shelf-silver-i107302416-s1255742235.html?search=1,"Rs. 1,499",-55%,3,2,True,Pakistan,https://static-01.daraz.pk/p/015a207a887c4f4e7015050e085a6148.jpg,Zohaib Easy Shop (Karachi),H F Gadets,25519
1,Non slip Bathroom washroom mat tub rubber safety pad floor suction cup grip,//www.daraz.pk/products/non-slip-bathroom-washroom-mat-tub-rubber-safety-pad-floor-suction-cup-grip-i110140436-s1304896636.html?search=1,"Rs. 1,250",-31%,4.5,8,True,Pakistan,https://static-01.daraz.pk/p/ee582e36393696edf8aa9ca8d8402a2e.jpg,SU. Exclusive (Lahore),SU. Exclusive,2236
2,Multiple Stainless Steel Wall Hooks Wall Mounted Hanger with Best Adhesive Cups,//www.daraz.pk/products/multiple-stainless-steel-wall-hooks-wall-mounted-hanger-with-best-adhesive-cups-i143364114-s1304336128.html?search=1,"Rs. 1,549",-16%,4,1,True,Pakistan,https://static-01.daraz.pk/p/86ce6a0a2d2a2c77057a1c51901d3513.jpg,Imperial Home Store,Imperial Home Store,1037988
3,Certeza GS 808 - Digital Body Weight Glass Scale -Weight Machine - Bathroom Scale (White),//www.daraz.pk/products/certeza-gs-808-digital-body-weight-glass-scale-weight-machine-bathroom-scale-white-i1482114-s9249186.html?search=1,"Rs. 1,800",,4.74684,79,True,Pakistan,https://static-01.daraz.pk/p/105b6f3c5fbc301f02f92ab01fc2ace4.png,RHS International (Karachi),Certeza,2431
4,Certeza GS 807 - Digital Body Weight Glass Scale - Weight Machine - Bathroom scale (White),//www.daraz.pk/products/certeza-gs-807-digital-body-weight-glass-scale-weight-machine-bathroom-scale-white-i1482115-s9249188.html?search=1,"Rs. 1,800",,4.64789,142,True,Pakistan,https://static-01.daraz.pk/p/9c4e07941d7f0b5aa2ad0b491f76a376.png,RHS International (Karachi),Certeza,2431
5,Faster Ft-3 Waterproof Electric Toothbrush,//www.daraz.pk/products/faster-ft-3-waterproof-electric-toothbrush-i3145242-s12498837.html?search=1,"Rs. 2,530",,4.5,4,True,Pakistan,https://static-01.daraz.pk/original/b85766b63bc29787624b4d41afa38d4d.jpg,Faster Pakistan (Karachi),Faster,979
6,Soap Magic Dispenser - Blue & White,//www.daraz.pk/products/soap-magic-dispenser-blue-white-i3405261-s12875716.html?search=1,"Rs. 1,999",-20%,5,1,True,Pakistan,https://static-01.daraz.pk/original/568ac71d55aba4abdb109d80f17d2f5f.jpg,Beauty Station (Gujranwala),Beauty Station,9561
7,"Relaxsit Thick Pile  Door Mat Bath, bed or  entrance Rug Soft Micro Fiber  50 X 80Cm",//www.daraz.pk/products/relaxsit-thick-pile-door-mat-bath-bed-or-entrance-rug-soft-micro-fiber-50-x-80cm-i3688931-s1258870214.html?search=1,Rs. 499,,4.27273,22,True,Pakistan,https://static-01.daraz.pk/p/a6937d456dcd20769490e9fcc884048d.jpg,Zai Saeed & Co (Lahore),Relaxsit,233
8,Maxel Digital Bathroom Scale Body Fat Hydration Muscle Weight Scale 180kg,//www.daraz.pk/products/maxel-digital-bathroom-scale-body-fat-hydration-muscle-weight-scale-180kg-i132706336-s1292953134.html?search=1,"Rs. 1,999",,4,1,True,Pakistan,https://static-01.daraz.pk/p/19099319768185812357c4c2d050016c.jpg,home gadget shop,Home Gadget Shop,1030722
9,Mini Stool Plastic Stepping Bath stool (Multi Color),//www.daraz.pk/products/mini-stool-plastic-stepping-bath-stool-multi-color-i107480345-s1256002545.html?search=1,Rs. 398,-34%,5,1,True,Pakistan,https://static-01.daraz.pk/p/mdc/fb0cafdb81c7ad3f92f64abb9355fe89.jpg,Shop n Save (Gujranwala),SHOPNSAVE,1495
10,Kitchen Dish Washing Brush With Liquid Soap Dispenser Plastic,//www.daraz.pk/products/kitchen-dish-washing-brush-with-liquid-soap-dispenser-plastic-i133472176-s1293903795.html?search=1,Rs. 199,-20%,4.5,4,True,Pakistan,https://static-01.daraz.pk/p/6d72fc7f40cfa6369e9be9d7895e09f2.jpg,Item4u (Karachi),Item4u,14567
11,Virgo Towels,//www.daraz.pk/products/virgo-towels-i152010839-s1316414485.html?search=1,Rs. 458,-24%,5,2,True,Pakistan,https://static-01.daraz.pk/p/b6fe61d79781db940ff48c4c62cd7681.jpg,Mtex textile,Mtex Textile,6005007963258
12,Customized Mr. Logo Towels,//www.daraz.pk/products/customized-mr-logo-towels-i154078149-s1319058981.html?search=1,Rs. 499,-17%,5,1,True,Pakistan,https://static-01.daraz.pk/p/3ec9d816e5b06568183a2f2f5bf7d939.jpg,Mtex textile,Mtex Textile,6005007963258
13,2 In 1 Soap Dispenser With Brush Holder - White,//www.daraz.pk/products/2-in-1-soap-dispenser-with-brush-holder-white-i103098895-s1249128419.html?search=1,Rs. 399,-10%,5,4,True,Pakistan,https://static-01.daraz.pk/p/3b3484dfe9af3fc3e5d964307baefdab.jpg,M b M Super Store (Karachi),M b M Super Store,22770
14,"Towels 8 Piece Towel Set, Beige, 2 Bath Towels, 2 Hand Towels, and 4 Washcloths by Fast Forward",//www.daraz.pk/products/towels-8-piece-towel-set-beige-2-bath-towels-2-hand-towels-and-4-washcloths-by-fast-forward-i124908088-s1282746517.html?search=1,"Rs. 1,549",-14%,5,2,True,Pakistan,https://static-01.daraz.pk/p/6bfb7c39e429c4e2c1b2fff7b383bcc3.jpg,Fast Forward (Karachi),Utopia,15949
15,Stylish Bathroom Cabinet,//www.daraz.pk/products/stylish-bathroom-cabinet-i115882087-s1267958158.html?search=1,"Rs. 2,900",,5,2,True,Pakistan,https://static-01.daraz.pk/p/1d2ed50aa2bdaa569458de0fac80dd88.jpg,Mart89 (Karachi),Mart89,5667
16,Delux Towel Rack with Basket By Verdi,//www.daraz.pk/products/delux-towel-rack-with-basket-by-verdi-i102190087-s1247894232.html?search=1,"Rs. 1,360",,3.2,5,True,Pakistan,https://static-01.daraz.pk/p/b2643cae29f80b1900d64a3803ed2f1c.jpg,Techron - Smart Home Living (Lahore),VERDI,18223
17,High End Toothpaste Dispenser With Tooth Brush Holder,//www.daraz.pk/products/high-end-toothpaste-dispenser-with-tooth-brush-holder-i8131086-s69762018.html?search=1,Rs. 400,,3,1,True,Pakistan,https://static-01.daraz.pk/original/a96a04e6a1b7d570eb64eb92bb5502ac.jpg,Buynow (Karachi),BuyNow,14553
18,Glass Tile Mounted Suction Cup Hook Hanger - 5 Pcs 5cm,//www.daraz.pk/products/glass-tile-mounted-suction-cup-hook-hanger-5-pcs-5cm-i124304086-s1281874403.html?search=1,Rs. 180,-49%,3.66667,3,True,Pakistan,https://static-01.daraz.pk/p/3fc0506c127921cca85f6a01c6076c48.jpg,BK collection,Shraugh,1050051
19,Stainless Steel Soap Dish - Silver,//www.daraz.pk/products/stainless-steel-soap-dish-silver-i113614085-s1265248017.html?search=1,Rs. 180,,4.22222,9,True,Pakistan,https://static-01.daraz.pk/p/1547b2b034d9b926bb878ca7d8c0161d.jpg,Gadgets Online,China KitchenWare,1043217
20,2 Layer Stainless Steel Bathroom Corner Shelf - Silver,//www.daraz.pk/products/2-layer-stainless-steel-bathroom-corner-shelf-silver-i1366082-s9000312.html?search=1,"Rs. 1,799",-10%,5,1,True,Pakistan,https://static-01.daraz.pk/original/af4c3a835853496d4d8c9edbff50c584.jpg,Lucky shop (Karachi),Lucky shop,13569
21,pack of 20 Magic Compressed Towel Tissue,//www.daraz.pk/products/pack-of-20-magic-compressed-towel-tissue-i109830728-s1260306406.html?search=1,Rs. 85,-66%,5,3,True,Pakistan,https://static-01.daraz.pk/p/442148e590b61c8effdc1660483dedeb.jpg,Smile Shop,Smileyes,1024762
22,Pack Of 6 - Steel Clothes Hangers,//www.daraz.pk/products/pack-of-6-steel-clothes-hangers-i101951727-s1247603518.html?search=1,Rs. 200,-18%,5,1,True,Pakistan,https://static-01.daraz.pk/p/dc3d448d66d82ad9d7c4a5b14da3aede.jpg,One Dollar Shop,As Seen on TV,1000132
23,SILICONE SOAP DISH GREY,//www.daraz.pk/products/silicone-soap-dish-grey-i128347726-s1287397286.html?search=1,Rs. 300,,4.5,2,True,Pakistan,https://static-01.daraz.pk/p/e4dc22061563e1ed00ff53aa7677fc82.jpg,FI store,CHINA IMPORT,1096944
24,nagina  bathroom accessories set 7 pic super steel and metal making material perfect,//www.daraz.pk/products/nagina-bathroom-accessories-set-7-pic-super-steel-and-metal-making-material-perfect-i104386725-s1250812165.html?search=1,"Rs. 2,700",-23%,3.75,4,True,Pakistan,https://static-01.daraz.pk/p/3c0b65fb00ac87f2facdc76e830a88c7.jpg,Ibrahim corporation (Gujranwala),Perfect,23330
25,Pack of 3 Coat & Trousers Hanger - Black,//www.daraz.pk/products/pack-of-3-coat-trousers-hanger-black-i3285724-s12690263.html?search=1,Rs. 499,,4.57143,7,True,Pakistan,https://static-01.daraz.pk/original/28e493968cb476904ea13fc8a3596450.jpg,Noodles (Gujranwala),Elif,10488
26,Pack of 8 - Gift Towel Set - Dusty Green,//www.daraz.pk/products/pack-of-8-gift-towel-set-dusty-green-i3215723-s12596980.html?search=1,"Rs. 1,599",-20%,5,2,True,Pakistan,https://static-01.daraz.pk/original/eb22ccb58cdc0479cae25e7122777d44.jpg,SILVER TEXTILE FACTORY (Karachi),BATH AND HOME,5191
27,Imported 100% Accurate Strong Glass Electronic Digital Body Weight Machine,//www.daraz.pk/products/imported-100-accurate-strong-glass-electronic-digital-body-weight-machine-i161086722-s1327984316.html?search=1,"Rs. 1,325",,5,1,True,Pakistan,https://static-01.daraz.pk/p/a1a24a1a4d3c4ef27dd8a8d54cc21568.jpg,K&T MALL,As Seen on TV,6005011155034
28,Pack Of 2 Wonder Hanger,//www.daraz.pk/products/pack-of-2-wonder-hanger-i8128721-s69731517.html?search=1,Rs. 520,,5,2,True,Pakistan,https://static-01.daraz.pk/original/050821f0e39ea4968c2de9fea816e1ec.jpg,AA Deals (Karachi),AA Deals,8034
29,Table hidden plastic desk organizer note pen stationery mobile phone storage box desk drawer,//www.daraz.pk/products/table-hidden-plastic-desk-organizer-note-pen-stationery-mobile-phone-storage-box-desk-drawer-i148612721-s1312414063.html?search=1,Rs. 599,,5,1,True,Pakistan,https://static-01.daraz.pk/p/b5902716c8b7bd69b480acf5a188e7d4.jpg,The House Style,The House Style,6005010102027
30,4 Colors Bathroom Kitchen Plastic Shelves Washing Supplies Storage Rack Toilet Shelves Bathroom Tools,//www.daraz.pk/products/4-colors-bathroom-kitchen-plastic-shelves-washing-supplies-storage-rack-toilet-shelves-bathroom-tools-i140632721-s1300680603.html?search=1,Rs. 449,,3,4,True,Pakistan,https://static-01.daraz.pk/p/1f50f107a1e2bcb58f7c71c02d3416b0.jpg,Stylish_Hub,Stylish Hub,6005007798346
31,White Towel Pure cotton 30/54 Imported,//www.daraz.pk/products/white-towel-pure-cotton-3054-imported-i102379721-s1248159881.html?search=1,Rs. 599,-20%,4,1,True,Pakistan,https://static-01.daraz.pk/p/060694bd7f91574beecb2f67574bf8fe.jpg,O store (Karachi),Rabia Towel,18752
32,Flosoft Liquid Soap Dispenser 350 Ml,//www.daraz.pk/products/flosoft-liquid-soap-dispenser-350-ml-i100865721-s1246280033.html?search=1,Rs. 999,-23%,5,9,True,Pakistan,https://static-01.daraz.pk/original/dc3334e8103dd81c15495c88fa418ee2.jpg,Opulent (Lahore),Imported,21281
33,4 Piece Super Powerful Vacuum Suction Hooks Seamless Bathroom Kitchen Wall Suction Hook,//www.daraz.pk/products/4-piece-super-powerful-vacuum-suction-hooks-seamless-bathroom-kitchen-wall-suction-hook-i140364209-s1300378571.html?search=1,Rs. 242,,3,2,True,Pakistan,https://static-01.daraz.pk/p/2d16b0b4bf24c1b7a36d3ed57b80f252.jpg,All In One Hub,All In One Hub,1116746
34,MS 01 - Mechanical Bathroom Scale - Blue,//www.daraz.pk/products/ms-01-mechanical-bathroom-scale-blue-i2948208-s122990323.html?search=1,"Rs. 1,900",,3.5,2,True,Pakistan,https://static-01.daraz.pk/original/e6bb09fd6b38eabdf12b9ab5cbd7d971.jpg,Muslim Medical Services (Karachi),Beurer,915
35,Pack of 6 - Egyptian Wash Cloth - Beige,//www.daraz.pk/products/pack-of-6-egyptian-wash-cloth-beige-i1440208-s9158577.html?search=1,Rs. 499,-38%,5,2,True,Pakistan,https://static-01.daraz.pk/original/7b7d9788ee18a9c2d1e9716b925e6502.jpg,SILVER TEXTILE FACTORY (Karachi),BATH AND HOME,5191
36,Pack Of 12 - Small Hangers For Kids,//www.daraz.pk/products/pack-of-12-small-hangers-for-kids-i8115207-s69612430.html?search=1,Rs. 230,-23%,5,4,True,Pakistan,https://static-01.daraz.pk/original/a442ff80628aa06b2174d9b7ab5e496b.jpg,Alshops pk (Lahore),Alshops pk,5537
37,Quick Hair Drying Spa Bathing Wrap Caps- Towel Turban,//www.daraz.pk/products/quick-hair-drying-spa-bathing-wrap-caps-towel-turban-i3486207-s12987467.html?search=1,Rs. 240,-40%,4.29412,17,True,Pakistan,https://static-01.daraz.pk/p/8d1cb1cacfc2f33c801ba70cb3a438ad.jpg,Hoor Home Collections (Lahore),Hoor Home Collection,8747
38,Pack Of 6 Soft Hand Towel 12 x 12 inch kids baby towel bath towel Mix Colors Cotton Towels babay bath cloth,//www.daraz.pk/products/pack-of-6-soft-hand-towel-12-x-12-inch-kids-baby-towel-bath-towel-mix-colors-cotton-towels-babay-bath-cloth-i122656207-s1279096904.html?search=1,Rs. 199,-60%,5,1,True,Pakistan,https://static-01.daraz.pk/p/4cf34d1555929ef08502e593ea3e7c66.jpg,N S WORLD,ABS store,1067471
39,Pack Of 2 - Toothpaste Dispenser And Toothbrush Holder,//www.daraz.pk/products/pack-of-2-toothpaste-dispenser-and-toothbrush-holder-i100034206-s1021631134.html?search=1,Rs. 699,,5,1,True,Pakistan,https://static-01.daraz.pk/original/1819335b6ae1e1a301b25bc0903bd75d.jpg,madina maal (Lahore),Save Mart,12915
40,3 Layer Aluminium Bathroom Corner Shelf - Silver,//www.daraz.pk/products/3-layer-aluminium-bathroom-corner-shelf-silver-i107302416-s1255742235.html?search=1,"Rs. 1,499",-55%,3,2,True,Pakistan,https://static-01.daraz.pk/p/015a207a887c4f4e7015050e085a6148.jpg,Zohaib Easy Shop (Karachi),H F Gadets,25519
41,Non slip Bathroom washroom mat tub rubber safety pad floor suction cup grip,//www.daraz.pk/products/non-slip-bathroom-washroom-mat-tub-rubber-safety-pad-floor-suction-cup-grip-i110140436-s1304896636.html?search=1,"Rs. 1,250",-31%,4.5,8,True,Pakistan,https://static-01.daraz.pk/p/ee582e36393696edf8aa9ca8d8402a2e.jpg,SU. Exclusive (Lahore),SU. Exclusive,2236
42,Multiple Stainless Steel Wall Hooks Wall Mounted Hanger with Best Adhesive Cups,//www.daraz.pk/products/multiple-stainless-steel-wall-hooks-wall-mounted-hanger-with-best-adhesive-cups-i143364114-s1304336128.html?search=1,"Rs. 1,549",-16%,4,1,True,Pakistan,https://static-01.daraz.pk/p/86ce6a0a2d2a2c77057a1c51901d3513.jpg,Imperial Home Store,Imperial Home Store,1037988
43,Certeza GS 808 - Digital Body Weight Glass Scale -Weight Machine - Bathroom Scale (White),//www.daraz.pk/products/certeza-gs-808-digital-body-weight-glass-scale-weight-machine-bathroom-scale-white-i1482114-s9249186.html?search=1,"Rs. 1,800",,4.74684,79,True,Pakistan,https://static-01.daraz.pk/p/105b6f3c5fbc301f02f92ab01fc2ace4.png,RHS International (Karachi),Certeza,2431
44,Certeza GS 807 - Digital Body Weight Glass Scale - Weight Machine - Bathroom scale (White),//www.daraz.pk/products/certeza-gs-807-digital-body-weight-glass-scale-weight-machine-bathroom-scale-white-i1482115-s9249188.html?search=1,"Rs. 1,800",,4.64789,142,True,Pakistan,https://static-01.daraz.pk/p/9c4e07941d7f0b5aa2ad0b491f76a376.png,RHS International (Karachi),Certeza,2431
45,Faster Ft-3 Waterproof Electric Toothbrush,//www.daraz.pk/products/faster-ft-3-waterproof-electric-toothbrush-i3145242-s12498837.html?search=1,"Rs. 2,530",,4.5,4,True,Pakistan,https://static-01.daraz.pk/original/b85766b63bc29787624b4d41afa38d4d.jpg,Faster Pakistan (Karachi),Faster,979
46,Soap Magic Dispenser - Blue & White,//www.daraz.pk/products/soap-magic-dispenser-blue-white-i3405261-s12875716.html?search=1,"Rs. 1,999",-20%,5,1,True,Pakistan,https://static-01.daraz.pk/original/568ac71d55aba4abdb109d80f17d2f5f.jpg,Beauty Station (Gujranwala),Beauty Station,9561
47,"Relaxsit Thick Pile  Door Mat Bath, bed or  entrance Rug Soft Micro Fiber  50 X 80Cm",//www.daraz.pk/products/relaxsit-thick-pile-door-mat-bath-bed-or-entrance-rug-soft-micro-fiber-50-x-80cm-i3688931-s1258870214.html?search=1,Rs. 499,,4.27273,22,True,Pakistan,https://static-01.daraz.pk/p/a6937d456dcd20769490e9fcc884048d.jpg,Zai Saeed & Co (Lahore),Relaxsit,233
48,Maxel Digital Bathroom Scale Body Fat Hydration Muscle Weight Scale 180kg,//www.daraz.pk/products/maxel-digital-bathroom-scale-body-fat-hydration-muscle-weight-scale-180kg-i132706336-s1292953134.html?search=1,"Rs. 1,999",,4,1,True,Pakistan,https://static-01.daraz.pk/p/19099319768185812357c4c2d050016c.jpg,home gadget shop,Home Gadget Shop,1030722
49,Mini Stool Plastic Stepping Bath stool (Multi Color),//www.daraz.pk/products/mini-stool-plastic-stepping-bath-stool-multi-color-i107480345-s1256002545.html?search=1,Rs. 398,-34%,5,1,True,Pakistan,https://static-01.daraz.pk/p/mdc/fb0cafdb81c7ad3f92f64abb9355fe89.jpg,Shop n Save (Gujranwala),SHOPNSAVE,1495
50,Kitchen Dish Washing Brush With Liquid Soap Dispenser Plastic,//www.daraz.pk/products/kitchen-dish-washing-brush-with-liquid-soap-dispenser-plastic-i133472176-s1293903795.html?search=1,Rs. 199,-20%,4.5,4,True,Pakistan,https://static-01.daraz.pk/p/6d72fc7f40cfa6369e9be9d7895e09f2.jpg,Item4u (Karachi),Item4u,14567
51,Virgo Towels,//www.daraz.pk/products/virgo-towels-i152010839-s1316414485.html?search=1,Rs. 458,-24%,5,2,True,Pakistan,https://static-01.daraz.pk/p/b6fe61d79781db940ff48c4c62cd7681.jpg,Mtex textile,Mtex Textile,6005007963258
52,Customized Mr. Logo Towels,//www.daraz.pk/products/customized-mr-logo-towels-i154078149-s1319058981.html?search=1,Rs. 499,-17%,5,1,True,Pakistan,https://static-01.daraz.pk/p/3ec9d816e5b06568183a2f2f5bf7d939.jpg,Mtex textile,Mtex Textile,6005007963258
53,2 In 1 Soap Dispenser With Brush Holder - White,//www.daraz.pk/products/2-in-1-soap-dispenser-with-brush-holder-white-i103098895-s1249128419.html?search=1,Rs. 399,-10%,5,4,True,Pakistan,https://static-01.daraz.pk/p/3b3484dfe9af3fc3e5d964307baefdab.jpg,M b M Super Store (Karachi),M b M Super Store,22770
54,"Towels 8 Piece Towel Set, Beige, 2 Bath Towels, 2 Hand Towels, and 4 Washcloths by Fast Forward",//www.daraz.pk/products/towels-8-piece-towel-set-beige-2-bath-towels-2-hand-towels-and-4-washcloths-by-fast-forward-i124908088-s1282746517.html?search=1,"Rs. 1,549",-14%,5,2,True,Pakistan,https://static-01.daraz.pk/p/6bfb7c39e429c4e2c1b2fff7b383bcc3.jpg,Fast Forward (Karachi),Utopia,15949
55,Stylish Bathroom Cabinet,//www.daraz.pk/products/stylish-bathroom-cabinet-i115882087-s1267958158.html?search=1,"Rs. 2,900",,5,2,True,Pakistan,https://static-01.daraz.pk/p/1d2ed50aa2bdaa569458de0fac80dd88.jpg,Mart89 (Karachi),Mart89,5667
56,Delux Towel Rack with Basket By Verdi,//www.daraz.pk/products/delux-towel-rack-with-basket-by-verdi-i102190087-s1247894232.html?search=1,"Rs. 1,360",,3.2,5,True,Pakistan,https://static-01.daraz.pk/p/b2643cae29f80b1900d64a3803ed2f1c.jpg,Techron - Smart Home Living (Lahore),VERDI,18223
57,High End Toothpaste Dispenser With Tooth Brush Holder,//www.daraz.pk/products/high-end-toothpaste-dispenser-with-tooth-brush-holder-i8131086-s69762018.html?search=1,Rs. 400,,3,1,True,Pakistan,https://static-01.daraz.pk/original/a96a04e6a1b7d570eb64eb92bb5502ac.jpg,Buynow (Karachi),BuyNow,14553
58,Glass Tile Mounted Suction Cup Hook Hanger - 5 Pcs 5cm,//www.daraz.pk/products/glass-tile-mounted-suction-cup-hook-hanger-5-pcs-5cm-i124304086-s1281874403.html?search=1,Rs. 180,-49%,3.66667,3,True,Pakistan,https://static-01.daraz.pk/p/3fc0506c127921cca85f6a01c6076c48.jpg,BK collection,Shraugh,1050051
59,Stainless Steel Soap Dish - Silver,//www.daraz.pk/products/stainless-steel-soap-dish-silver-i113614085-s1265248017.html?search=1,Rs. 180,,4.22222,9,True,Pakistan,https://static-01.daraz.pk/p/1547b2b034d9b926bb878ca7d8c0161d.jpg,Gadgets Online,China KitchenWare,1043217
60,2 Layer Stainless Steel Bathroom Corner Shelf - Silver,//www.daraz.pk/products/2-layer-stainless-steel-bathroom-corner-shelf-silver-i1366082-s9000312.html?search=1,"Rs. 1,799",-10%,5,1,True,Pakistan,https://static-01.daraz.pk/original/af4c3a835853496d4d8c9edbff50c584.jpg,Lucky shop (Karachi),Lucky shop,13569
61,pack of 20 Magic Compressed Towel Tissue,//www.daraz.pk/products/pack-of-20-magic-compressed-towel-tissue-i109830728-s1260306406.html?search=1,Rs. 85,-66%,5,3,True,Pakistan,https://static-01.daraz.pk/p/442148e590b61c8effdc1660483dedeb.jpg,Smile Shop,Smileyes,1024762
62,Pack Of 6 - Steel Clothes Hangers,//www.daraz.pk/products/pack-of-6-steel-clothes-hangers-i101951727-s1247603518.html?search=1,Rs. 200,-18%,5,1,True,Pakistan,https://static-01.daraz.pk/p/dc3d448d66d82ad9d7c4a5b14da3aede.jpg,One Dollar Shop,As Seen on TV,1000132
63,SILICONE SOAP DISH GREY,//www.daraz.pk/products/silicone-soap-dish-grey-i128347726-s1287397286.html?search=1,Rs. 300,,4.5,2,True,Pakistan,https://static-01.daraz.pk/p/e4dc22061563e1ed00ff53aa7677fc82.jpg,FI store,CHINA IMPORT,1096944
64,nagina  bathroom accessories set 7 pic super steel and metal making material perfect,//www.daraz.pk/products/nagina-bathroom-accessories-set-7-pic-super-steel-and-metal-making-material-perfect-i104386725-s1250812165.html?search=1,"Rs. 2,700",-23%,3.75,4,True,Pakistan,https://static-01.daraz.pk/p/3c0b65fb00ac87f2facdc76e830a88c7.jpg,Ibrahim corporation (Gujranwala),Perfect,23330
65,Pack of 3 Coat & Trousers Hanger - Black,//www.daraz.pk/products/pack-of-3-coat-trousers-hanger-black-i3285724-s12690263.html?search=1,Rs. 499,,4.57143,7,True,Pakistan,https://static-01.daraz.pk/original/28e493968cb476904ea13fc8a3596450.jpg,Noodles (Gujranwala),Elif,10488
66,Pack of 8 - Gift Towel Set - Dusty Green,//www.daraz.pk/products/pack-of-8-gift-towel-set-dusty-green-i3215723-s12596980.html?search=1,"Rs. 1,599",-20%,5,2,True,Pakistan,https://static-01.daraz.pk/original/eb22ccb58cdc0479cae25e7122777d44.jpg,SILVER TEXTILE FACTORY (Karachi),BATH AND HOME,5191
67,Imported 100% Accurate Strong Glass Electronic Digital Body Weight Machine,//www.daraz.pk/products/imported-100-accurate-strong-glass-electronic-digital-body-weight-machine-i161086722-s1327984316.html?search=1,"Rs. 1,325",,5,1,True,Pakistan,https://static-01.daraz.pk/p/a1a24a1a4d3c4ef27dd8a8d54cc21568.jpg,K&T MALL,As Seen on TV,6005011155034
68,Pack Of 2 Wonder Hanger,//www.daraz.pk/products/pack-of-2-wonder-hanger-i8128721-s69731517.html?search=1,Rs. 520,,5,2,True,Pakistan,https://static-01.daraz.pk/original/050821f0e39ea4968c2de9fea816e1ec.jpg,AA Deals (Karachi),AA Deals,8034
69,Table hidden plastic desk organizer note pen stationery mobile phone storage box desk drawer,//www.daraz.pk/products/table-hidden-plastic-desk-organizer-note-pen-stationery-mobile-phone-storage-box-desk-drawer-i148612721-s1312414063.html?search=1,Rs. 599,,5,1,True,Pakistan,https://static-01.daraz.pk/p/b5902716c8b7bd69b480acf5a188e7d4.jpg,The House Style,The House Style,6005010102027
70,4 Colors Bathroom Kitchen Plastic Shelves Washing Supplies Storage Rack Toilet Shelves Bathroom Tools,//www.daraz.pk/products/4-colors-bathroom-kitchen-plastic-shelves-washing-supplies-storage-rack-toilet-shelves-bathroom-tools-i140632721-s1300680603.html?search=1,Rs. 449,,3,4,True,Pakistan,https://static-01.daraz.pk/p/1f50f107a1e2bcb58f7c71c02d3416b0.jpg,Stylish_Hub,Stylish Hub,6005007798346
71,White Towel Pure cotton 30/54 Imported,//www.daraz.pk/products/white-towel-pure-cotton-3054-imported-i102379721-s1248159881.html?search=1,Rs. 599,-20%,4,1,True,Pakistan,https://static-01.daraz.pk/p/060694bd7f91574beecb2f67574bf8fe.jpg,O store (Karachi),Rabia Towel,18752
72,Flosoft Liquid Soap Dispenser 350 Ml,//www.daraz.pk/products/flosoft-liquid-soap-dispenser-350-ml-i100865721-s1246280033.html?search=1,Rs. 999,-23%,5,9,True,Pakistan,https://static-01.daraz.pk/original/dc3334e8103dd81c15495c88fa418ee2.jpg,Opulent (Lahore),Imported,21281
73,4 Piece Super Powerful Vacuum Suction Hooks Seamless Bathroom Kitchen Wall Suction Hook,//www.daraz.pk/products/4-piece-super-powerful-vacuum-suction-hooks-seamless-bathroom-kitchen-wall-suction-hook-i140364209-s1300378571.html?search=1,Rs. 242,,3,2,True,Pakistan,https://static-01.daraz.pk/p/2d16b0b4bf24c1b7a36d3ed57b80f252.jpg,All In One Hub,All In One Hub,1116746
74,MS 01 - Mechanical Bathroom Scale - Blue,//www.daraz.pk/products/ms-01-mechanical-bathroom-scale-blue-i2948208-s122990323.html?search=1,"Rs. 1,900",,3.5,2,True,Pakistan,https://static-01.daraz.pk/original/e6bb09fd6b38eabdf12b9ab5cbd7d971.jpg,Muslim Medical Services (Karachi),Beurer,915
75,Pack of 6 - Egyptian Wash Cloth - Beige,//www.daraz.pk/products/pack-of-6-egyptian-wash-cloth-beige-i1440208-s9158577.html?search=1,Rs. 499,-38%,5,2,True,Pakistan,https://static-01.daraz.pk/original/7b7d9788ee18a9c2d1e9716b925e6502.jpg,SILVER TEXTILE FACTORY (Karachi),BATH AND HOME,5191
76,Pack Of 12 - Small Hangers For Kids,//www.daraz.pk/products/pack-of-12-small-hangers-for-kids-i8115207-s69612430.html?search=1,Rs. 230,-23%,5,4,True,Pakistan,https://static-01.daraz.pk/original/a442ff80628aa06b2174d9b7ab5e496b.jpg,Alshops pk (Lahore),Alshops pk,5537
77,Quick Hair Drying Spa Bathing Wrap Caps- Towel Turban,//www.daraz.pk/products/quick-hair-drying-spa-bathing-wrap-caps-towel-turban-i3486207-s12987467.html?search=1,Rs. 240,-40%,4.29412,17,True,Pakistan,https://static-01.daraz.pk/p/8d1cb1cacfc2f33c801ba70cb3a438ad.jpg,Hoor Home Collections (Lahore),Hoor Home Collection,8747
78,Pack Of 6 Soft Hand Towel 12 x 12 inch kids baby towel bath towel Mix Colors Cotton Towels babay bath cloth,//www.daraz.pk/products/pack-of-6-soft-hand-towel-12-x-12-inch-kids-baby-towel-bath-towel-mix-colors-cotton-towels-babay-bath-cloth-i122656207-s1279096904.html?search=1,Rs. 199,-60%,5,1,True,Pakistan,https://static-01.daraz.pk/p/4cf34d1555929ef08502e593ea3e7c66.jpg,N S WORLD,ABS store,1067471
